pipes,activate_task,__schedule,__fw_admit,__fw_dispatch,__fw_relinquish,__fw_unblock,Eactivate_task,E__schedule,E__fw_admit,E__fw_dispatch,E__fw_relinquish,E__fw_unblock,Cactivate_task,C__schedule,C__fw_admit,C__fw_dispatch,C__fw_relinquish,C__fw_unblock,ELactivate_task,EL__schedule,EL__fw_admit,EL__fw_dispatch,EL__fw_relinquish,EL__fw_unblock,ERactivate_task,ER__schedule,ER__fw_admit,ER__fw_dispatch,ER__fw_relinquish,ER__fw_unblock
16,9.527200414781297e6,4.585638838774341e6,9.187083562328253e6,4.444469805687948e6,9.683413911692923e6,9.527398665024435e6,15466.55101859942,58069.635741367936,7038.357021175325,72512.3567818692,35275.9291268792,17823.711160214618,29172,69840,4003,38186,9014,25169,9.511733863762697e6,4.527569203032973e6,9.180045205307078e6,4.371957448906079e6,9.648137982566044e6,9.50957495386422e6,9.542666965799896e6,4.643708474515709e6,9.194121919349428e6,4.516982162469817e6,9.718689840819802e6,9.54522237618465e6
20,9.41150411892977e6,4.53968901636261e6,9.183463402448164e6,4.338385972552124e6,9.420474555555556e6,9.394203230472516e6,12930.055167259648,57433.00237260293,6866.634586451575,71252.8847906366,26947.600610628724,14937.45475364849,28891,69121,4003,37890,9000,24888,9.39857406376251e6,4.482256013990007e6,9.176596767861713e6,4.267133087761488e6,9.393526954944927e6,9.379265775718868e6,9.42443417409703e6,4.597122018735213e6,9.190330037034616e6,4.409638857342761e6,9.447422156166185e6,9.409140685226165e6
24,9.410193650581919e6,4.573173548165727e6,9.183463152635524e6,4.339034830712493e6,9.460062368914891e6,9.391459301878078e6,11942.096385080367,56097.44282234367,6866.635493669659,69199.16222128924,33472.12657018192,13710.238619064912,29987,69946,4003,39046,9059,25984,9.398251554196838e6,4.517076105343384e6,9.176596517141854e6,4.269835668491203e6,9.42659024234471e6,9.377749063259013e6,9.422135746966999e6,4.629270990988071e6,9.190329788129194e6,4.408233992933782e6,9.493534495485073e6,9.405169540497143e6
28,9.336375867757235e6,4.442532216737359e6,9.183463152635524e6,4.208287597733117e6,9.345735943218365e6,9.306853815501096e6,11866.075578458607,53801.29994691163,6866.635493669659,65406.38458532933,21176.421396631747,13703.323351128027,29098,69079,4003,38114,9017,25095,9.324509792178776e6,4.388730916790447e6,9.176596517141854e6,4.142881213147788e6,9.324559521821734e6,9.293150492149968e6,9.348241943335693e6,4.49633351668427e6,9.190329788129194e6,4.273693982318446e6,9.366912364614997e6,9.320557138852224e6
32,9.311551718771614e6,4.356367523511871e6,9.187083812140895e6,4.156579254940242e6,9.383992934238344e6,9.277579536788022e6,8637.434230776504,52846.36951982323,7038.356012672186,65927.22784311278,18478.294192424044,9952.660735519603,28916,69752,4003,37903,8987,24913,9.302914284540838e6,4.3035211539920475e6,9.180045456128223e6,4.0906520270971297e6,9.36551464004592e6,9.267626876052503e6,9.32018915300239e6,4.409213893031694e6,9.194122168153567e6,4.222506482783355e6,9.402471228430768e6,9.287532197523542e6
36,9.32650410698527e6,4.504251989619377e6,9.183463152635524e6,4.284991545454546e6,9.320227871210445e6,9.295183550021604e6,9934.856625946239,57888.04894753359,6866.635493669659,75849.56124049798,19834.89734272845,11435.096296876669,29462,69360,4003,38500,9038,25459,9.316569250359323e6,4.4463639406718435e6,9.176596517141854e6,4.209141984214048e6,9.300392973867716e6,9.283748453724727e6,9.336438963611215e6,4.562140038566911e6,9.190329788129194e6,4.360841106695044e6,9.340062768553173e6,9.30661864631848e6
40,9.329471031720186e6,4.540910529283248e6,9.183463152635524e6,4.271653657431872e6,9.304192750415053e6,9.29788808373591e6,9830.685691658407,55884.11251242552,6866.635493669659,70403.72079234198,19101.856260746717,11246.638861216605,30706,70945,4003,39741,9035,26703,9.319640346028527e6,4.485026416770822e6,9.176596517141854e6,4.20124993663953e6,9.285090894154307e6,9.286641444874693e6,9.339301717411844e6,4.596794641795673e6,9.190329788129194e6,4.342057378224214e6,9.3232946066758e6,9.309134722597126e6
44,9.297544091293322e6,4.446950152550384e6,9.183463402448164e6,4.235030311276987e6,9.299314740814742e6,9.261623631315501e6,8944.00609972328,56645.3685739208,6866.634586451575,73677.60733170528,18082.537209201604,10282.106770740822,29575,69813,4003,38583,9009,25572,9.288600085193599e6,4.390304783976464e6,9.176596767861713e6,4.161352703945282e6,9.28123220360554e6,9.25134152454476e6,9.306488097393045e6,4.503595521124305e6,9.190330037034616e6,4.3087079186086925e6,9.317397278023943e6,9.271905738086242e6
48,9.2768118954692e6,4.479659206159946e6,9.183463152635524e6,4.241317278685114e6,9.296111481975967e6,9.237677205247035e6,9501.171966703609,57709.20968575496,6866.635493669659,75056.27468131576,19920.12172073871,10939.155665215105,29465,69611,4003,38452,8988,25462,9.267310723502496e6,4.421949996474191e6,9.176596517141854e6,4.166261004003798e6,9.276191360255228e6,9.22673804958182e6,9.286313067435903e6,4.537368415845701e6,9.190329788129194e6,4.31637355336643e6,9.316031603696706e6,9.24861636091225e6
52,9.260484950300993e6,4.421715500436427e6,9.183463152635524e6,4.207060764582168e6,9.281303192080969e6,9.218957833041638e6,9574.023089135066,57843.75877010543,6866.635493669659,75986.48722643964,17830.5332195051,11076.460044499487,28572,68740,4003,37563,8991,24569,9.250910927211858e6,4.363871741666322e6,9.176596517141854e6,4.1310742773557287e6,9.263472658861464e6,9.207881372997139e6,9.270058973390128e6,4.4795592592065325e6,9.190329788129194e6,4.283047251808608e6,9.299133725300474e6,9.230034293086138e6
56,9.252972526927905e6,4.434492972558159e6,9.183463152635524e6,4.1107169585581915e6,9.265197693757623e6,9.209979610097857e6,7200.039074800909,52137.619493437,6866.635493669659,61768.89015081106,15393.805001569912,8230.488684935495,30266,70367,4003,39284,9019,26263,9.245772487853104e6,4.382355353064722e6,9.176596517141854e6,4.0489480684073805e6,9.249803888756054e6,9.201749121412922e6,9.260172566002706e6,4.486630592051596e6,9.190329788129194e6,4.1724858487090026e6,9.280591498759193e6,9.218210098782793e6
60,9.25259655020203e6,4.463574942146369e6,9.183463152635524e6,4.1297419111723276e6,9.260002658101672e6,9.20965680996542e6,7030.455400289968,52891.82664362993,6866.635493669659,63299.7235051333,15308.127907950431,8063.5941215232015,29451,69140,4003,38479,9029,25448,9.24556609480174e6,4.410683115502739e6,9.176596517141854e6,4.0664421876671943e6,9.244694530193722e6,9.201593215843897e6,9.25962700560232e6,4.516466768789999e6,9.190329788129194e6,4.193041634677461e6,9.275310786009623e6,9.217720404086944e6
64,9.2335579526673e6,4.37362219218122e6,9.183463402448164e6,4.1046259484877633e6,9.251077855633412e6,9.187646844560858e6,7008.264411740005,53435.6774056796,6866.634586451575,66325.13199550705,14924.961146518588,8078.584361154586,28437,68425,4003,37428,8991,24434,9.22654968825556e6,4.320186514775541e6,9.176596767861713e6,4.0383008164922562e6,9.236152894486893e6,9.179568260199703e6,9.24056621707904e6,4.4270578695869e6,9.190330037034616e6,4.1709510804832703e6,9.26600281677993e6,9.195725428922012e6
